Invoice_ID,Invoice_Date,City,Store_Format,Category,Brand,Channel,Payment_Mode,Units,Cost_Price,Selling_Price,Revenue,Cost,Margin,Margin_%,Stock_On_Hand,Reorder_Level,Lead_Time_Days,Customer_Age,Customer_Gender,Loyalty_Flag
80161814,2024-01-24 07:02:00,Monterrey,Super,Beverages,Nestle,Omnichannel,Wallet,4,384.2604847231,481.8995756632,1927.5983026528,1537.0419388923,390.5563637605,0.20261294234542568,436,75,9,,F,1
38914711,2024-11-09 06:38:00,Tijuana,Express,Beverages,Nestle,Online,Card,1,237.5172086145,264.5886953566,264.5886953566,237.5172086145,27.0714867421,0.10231535669190751,485,32,4,46.0,M,0
27295129,2024-10-29 02:03:00,Guadalajara,Hyper,Snacks,Marinela,Offline,Card,5,417.6231377607,470.2573978473,2351.2869892366,2088.1156888034,263.1713004332,0.11192649031697553,266,74,9,32.0,M,0
72976549,2024-04-11 00:25:00,Merida,Super,Grocery,Sigma,Online,Wallet,4,593.8337161407,793.1924142496,3172.7696569983,2375.3348645629,797.4347924354,0.25133712139375614,436,76,13,,M,0
76821990,2024-08-18 13:23:00,Tijuana,Hyper,Personal Care,Unilever,Omnichannel,SPEI,1,554.1190843899,626.0013949823,626.0013949823,554.1190843899,71.8823105924,0.11482771630958803,432,72,12,62.0,O,1
83967146,2024-03-01 07:24:00,Merida,Hyper,Vegetables,Marinela,Offline,Wallet,3,197.2480377649,250.978204937,752.9346148111,591.7441132946,161.1905015165,0.2140830004966064,463,29,7,49.0,nan,1
10243012,2024-10-03 16:51:00,Merida,Super,Fruits,Marinela,Offline,Cash,2,60.7499979549,66.6097254522,133.2194509045,121.4999959099,11.7194549946,0.08797105013613475,299,36,10,32.0,F,0
44859160,2024-09-12 16:35:00,Tijuana,Hyper,Vegetables,Sigma,Offline,Wallet,3,261.0303023379,329.2627737564,987.7883212691,783.0909070136,204.6974142555,0.20722801621357811,475,44,3,,M,1
33623175,2024-05-09 09:39:00,Queretaro,Hyper,Home Care,Bimbo,Offline,Card,2,453.1924430398,597.8636947011,1195.7273894022,906.3848860797,289.3425033226,0.24198032585607343,493,79,6,,F,1
62257467,2024-01-25 18:58:00,Ciudad de Mexico,Hyper,Snacks,Bimbo,Offline,Wallet,2,73.2273364821,82.0006134875,164.001226975,146.4546729641,17.5465540108,0.10699038253843794,324,28,7,,O,0
97702183,2024-12-20 07:19:00,Queretaro,Hyper,Beverages,Unilever,Omnichannel,Wallet,2,146.4376300098,158.4079957259,316.8159914517,292.8752600196,23.9407314321,0.0755666761717248,310,49,7,51.0,nan,1
20783191,2024-06-11 16:13:00,Merida,Hyper,Grocery,Lala,Offline,SPEI,5,489.3371711458,636.8958273759,3184.4791368795,2446.685855729,737.7932811505,0.2316841308853657,309,47,8,30.0,F,1
69081957,2024-11-21 23:45:00,Monterrey,Express,Vegetables,Alpura,Offline,Cash,2,179.4061078709,227.9273691635,455.854738327,358.8122157417,97.0425225853,0.21288036391029005,368,49,4,,M,0
49997736,2024-09-04 10:34:00,Tijuana,Hyper,Dairy,Sigma,Offline,Card,2,276.9515522647,354.7469662555,709.493932511,553.9031045293,155.5908279817,0.21929832074954403,390,28,5,,M,0
51630449,2024-10-11 02:39:00,Monterrey,Express,Beverages,Sigma,Offline,Cash,1,149.0836683808,179.2633051236,179.2633051236,149.0836683808,30.1796367428,0.16835367797118408,192,42,13,,F,0
94763092,2024-10-04 08:43:00,Guadalajara,Hyper,Personal Care,Sigma,Omnichannel,Card,3,548.9949009993,769.5444625446,2308.6333876338,1646.984702998,661.6486846358,0.2865975551509886,270,40,4,,M,0
18518711,2024-03-12 01:02:00,Leon,Super,Home Care,Unilever,Offline,SPEI,5,556.8857524592,622.3957389856,3111.9786949282,2784.4287622961,327.5499326321,0.10525455497685243,262,60,9,,O,0
49173064,2024-05-12 19:49:00,Tijuana,Express,Personal Care,Alpura,Offline,Cash,3,561.9446264996,750.4945275981,2251.4835827943,1685.8338794989,565.6497032954,0.25123421179619226,297,68,5,64.0,M,0
76824559,2024-06-19 08:29:00,Puebla,Hyper,Dairy,Marinela,Omnichannel,SPEI,3,471.2774536345,551.2895401276,1653.8686203828,1413.8323609034,240.0362594793,0.14513623181494456,138,22,13,41.0,M,1
19601966,2024-06-30 16:39:00,Leon,Express,Dairy,Sigma,Online,Card,3,62.6127348474,74.2443941157,222.7331823472,187.8382045421,34.8949778051,0.15666717207267872,329,38,14,,F,0
55527945,2024-01-16 23:43:00,Merida,Hyper,Personal Care,Alpura,Offline,SPEI,2,405.1334555823,546.1813383543,1092.3626767087,810.2669111645,282.0957655441,0.25824368733843256,113,75,4,46.0,F,1
54781246,2024-07-18 11:57:00,Tijuana,Hyper,Home Care,Lala,Offline,Cash,3,55.6274310851,64.3224578033,192.9673734099,166.8822932553,26.0850801546,0.13517870764194354,134,77,11,62.0,F,0
16605818,2024-02-26 07:34:00,Merida,Hyper,Grocery,Sigma,Omnichannel,Card,2,435.3299115251,509.5555339417,1019.1110678835,870.6598230501,148.4512448334,0.14566738553988812,473,73,5,39.0,M,0
95986173,2024-09-28 07:59:00,Tijuana,Super,Dairy,Nestle,Omnichannel,SPEI,1,366.9211885493,396.4460700211,396.4460700211,366.9211885493,29.5248814718,0.07447389116571237,283,71,3,41.0,M,1
43302596,2024-09-06 07:31:00,Guadalajara,Super,Beverages,Marinela,Online,Cash,4,62.5908001287,81.8220119177,327.2880476707,250.363200515,76.9248471557,0.23503714145135698,336,29,4,47.0,F,1
34534160,2024-12-02 17:21:00,Ciudad de Mexico,Express,Fruits,PepsiCo,Offline,Card,1,168.4277617637,208.7875827484,208.7875827484,168.4277617637,40.3598209846,0.19330565761306606,210,60,6,64.0,nan,1
18013270,2024-09-28 20:07:00,Guadalajara,Hyper,Fruits,Marinela,Omnichannel,Cash,2,206.6368534425,221.6291174459,443.2582348917,413.2737068849,29.9845280068,0.06764573254717222,80,37,13,,M,0
14758740,2024-05-13 19:47:00,Ciudad de Mexico,Hyper,Home Care,Nestle,Offline,Wallet,2,484.6823701834,589.5095620755,1179.0191241511,969.3647403668,209.6543837842,0.17782102044796835,375,52,13,23.0,M,0
27656525,2024-12-19 03:24:00,Queretaro,Hyper,Snacks,Nestle,Omnichannel,Wallet,3,401.1607867961,429.2710479942,1287.8131439825,1203.4823603882,84.3307835942,0.06548371088483658,349,22,8,49.0,F,0
76721177,2024-05-29 23:03:00,Leon,Super,Snacks,Lala,Online,Wallet,4,277.4160892246,315.7185260679,1262.8741042715,1109.6643568985,153.2097473731,0.12131830627839327,173,69,12,54.0,M,0
34116325,2024-04-28 22:14:00,Puebla,Super,Grocery,Alpura,Offline,Card,3,403.7431901686,441.3702401502,1324.1107204505,1211.2295705059,112.8811499446,0.08525053698395495,117,60,9,,M,0
50896431,2024-11-26 12:30:00,Leon,Super,Vegetables,PepsiCo,Offline,Cash,1,454.921240047,583.8416338902,583.8416338902,454.921240047,128.9203938432,0.22081397824295923,211,52,9,,M,1
69539881,2024-05-15 05:13:00,Puebla,Super,Personal Care,Lala,Online,Cash,1,177.7195894157,237.223252512,237.223252512,177.7195894157,59.5036630963,0.2508340243472688,226,20,5,46.0,M,0
40123439,2024-01-28 20:46:00,Merida,Hyper,Personal Care,Marinela,Offline,SPEI,4,539.1530805951,635.7573628324,2543.0294513296,2156.6123223802,386.4171289493,0.15195149578284112,146,57,8,23.0,F,0
46650377,2024-06-20 09:19:00,Puebla,Express,Vegetables,Bimbo,Omnichannel,Cash,5,354.5602231182,395.6557175752,1978.2785878761,1772.8011155909,205.4774722852,0.10386680295913864,359,38,12,,M,0
53878517,2024-10-17 10:10:00,Monterrey,Express,Vegetables,PepsiCo,Offline,SPEI,1,315.7567115732,389.6924869047,389.6924869047,315.7567115732,73.9357753315,0.18972851111086017,403,35,7,39.0,nan,0
91370450,2024-03-10 03:46:00,Guadalajara,Hyper,Beverages,Alpura,Offline,Wallet,5,67.2891847893,75.4627537594,377.3137687971,336.4459239463,40.8678448508,0.10831262527493701,499,38,9,24.0,M,1
93699956,2024-06-17 23:22:00,Monterrey,Hyper,Vegetables,Unilever,Online,Card,4,450.0418594595,571.805879166,2287.2235166641,1800.167437838,487.0560788261,0.21294642839998865,92,28,8,21.0,F,0
36068850,2024-02-17 10:06:00,Tijuana,Super,Grocery,Alpura,Offline,Cash,1,426.5643736185,537.6132871636,537.6132871636,426.5643736185,111.0489135451,0.20655909404872358,455,36,12,,F,1
32522433,2024-09-07 13:33:00,Monterrey,Express,Grocery,Marinela,Offline,Wallet,3,383.6805816965,484.6796383748,1454.0389151243,1151.0417450896,302.9971700347,0.20838312295706518,194,39,9,,nan,0
46372754,2024-06-22 15:10:00,Queretaro,Hyper,Grocery,Sigma,Online,Wallet,1,97.295969122,111.656254889,111.656254889,97.295969122,14.360285767,0.1286115657496968,175,76,11,56.0,M,0
28046800,2024-04-30 12:31:00,Tijuana,Super,Home Care,Marinela,Offline,SPEI,2,367.5557405104,463.5562118747,927.1124237494,735.1114810208,192.0009427287,0.20709564213602127,132,20,10,32.0,F,0
61160380,2024-03-23 19:43:00,Queretaro,Hyper,Home Care,Bimbo,Offline,Wallet,1,467.0885396762,624.7120342687,624.7120342687,467.0885396762,157.6234945924,0.2523138437327549,485,43,3,18.0,F,0
58052033,2024-07-25 01:01:00,Queretaro,Hyper,Dairy,PepsiCo,Omnichannel,SPEI,2,111.7377970933,135.3293082108,270.6586164217,223.4755941866,47.1830222351,0.17432669559486985,186,65,3,,M,0
51906303,2024-09-01 11:34:00,Monterrey,Hyper,Fruits,Nestle,Omnichannel,SPEI,2,527.0110542776,599.5294069253,1199.0588138505,1054.0221085552,145.0367052953,0.1209587916956164,233,64,13,,F,0
51697749,2024-12-09 05:05:00,Guadalajara,Express,Grocery,PepsiCo,Offline,Cash,3,262.7990821567,324.6774663706,974.0323991118,788.3972464702,185.6351526417,0.1905841662052851,126,25,9,,O,0
87313706,2024-06-08 13:27:00,Ciudad de Mexico,Hyper,Snacks,PepsiCo,Online,Card,1,223.0189132244,249.0368711543,249.0368711543,223.0189132244,26.0179579299,0.10447432064693857,351,53,11,,F,0
23481785,2024-02-28 15:37:00,Leon,Express,Personal Care,Nestle,Omnichannel,Wallet,1,498.5474013771,655.7896740493,655.7896740493,498.5474013771,157.2422726722,0.23977546291835147,461,70,4,,O,0
78985520,2024-10-30 22:16:00,Merida,Express,Beverages,Lala,Omnichannel,Card,2,273.5531253372,304.0517992557,608.1035985115,547.1062506744,60.9973478371,0.10030749363491258,456,79,8,56.0,F,0
62259157,2024-08-17 20:44:00,Monterrey,Express,Vegetables,Lala,Offline,Cash,3,133.8809759055,179.2147490289,537.6442470867,401.6429277165,136.0013193703,0.25295782500638136,353,21,14,,F,0
81369016,2024-09-12 14:20:00,Guadalajara,Super,Home Care,Bimbo,Offline,SPEI,2,532.4171041634,698.0808373869,1396.1616747739,1064.8342083267,331.3274664472,0.2373131080974841,93,21,9,,F,0
61704133,2024-02-05 11:42:00,Queretaro,Express,Personal Care,Lala,Online,SPEI,2,373.0165242881,537.0821382523,1074.1642765046,746.0330485762,328.1312279284,0.3054758337301944,355,29,13,,nan,0
79395506,2024-04-24 00:20:00,Merida,Super,Vegetables,Alpura,Offline,Card,2,211.9520442333,265.6920709943,531.3841419886,423.9040884667,107.4800535219,0.20226432260413227,442,58,13,,F,0
64488773,2024-10-07 06:19:00,Guadalajara,Super,Dairy,Alpura,Offline,Wallet,4,373.6008136033,492.4402990243,1969.7611960974,1494.4032544131,475.3579416843,0.24132770136100176,92,68,12,,F,0
74077265,2024-10-30 18:36:00,Leon,Express,Vegetables,Marinela,Online,Card,4,540.9959653108,707.1194024512,2828.4776098048,2163.9838612433,664.4937485615,0.2349298245310757,204,24,10,,F,1
47219992,2024-06-07 20:30:00,Leon,Express,Home Care,Nestle,Offline,Cash,1,437.8516808989,503.8216580817,503.8216580817,437.8516808989,65.9699771829,0.13093914508168297,222,70,7,56.0,M,1
90457749,2024-10-20 17:44:00,Ciudad de Mexico,Super,Personal Care,Unilever,Offline,Card,2,487.8063184442,533.654774974,1067.3095499481,975.6126368884,91.6969130597,0.08591407531597559,329,50,4,52.0,F,0
36104385,2024-11-03 05:14:00,Monterrey,Hyper,Dairy,Nestle,Offline,Wallet,3,174.2835405369,214.1693463308,642.5080389924,522.8506216107,119.6574173817,0.18623489531639997,222,63,6,48.0,M,0
74551804,2024-05-21 10:19:00,Queretaro,Super,Snacks,Marinela,Online,Wallet,3,557.3166920497,675.0948938786,2025.2846816359,1671.9500761491,353.3346054868,0.17446169849137416,425,47,14,,F,0
39549561,2024-11-23 19:15:00,Guadalajara,Hyper,Beverages,Marinela,Offline,Wallet,4,274.2731521103,295.384360355,1181.5374414201,1097.0926084413,84.4448329788,0.07147029795118967,489,63,11,53.0,F,0
81215183,2024-04-15 05:45:00,Puebla,Super,Grocery,Unilever,Omnichannel,Card,1,89.0000044721,128.531601955,128.531601955,89.0000044721,39.5315974829,0.30756325200681794,52,25,5,32.0,M,1
85092141,2024-03-28 10:31:00,Monterrey,Super,Home Care,Sigma,Online,Wallet,3,240.2789042186,257.9298404389,773.7895213168,720.8367126558,52.952808661,0.06843309091454314,106,67,8,30.0,M,1
26631119,2024-09-06 02:40:00,Puebla,Express,Vegetables,Nestle,Offline,SPEI,4,538.9973918193,700.0112574845,2800.0450299381,2155.9895672771,644.055462661,0.23001610894637467,125,25,7,54.0,M,0
66258709,2024-08-20 10:02:00,Monterrey,Hyper,Vegetables,PepsiCo,Offline,Wallet,3,368.0955317948,400.7709566854,1202.3128700563,1104.2865953843,98.026274672,0.0815314192448161,461,39,13,56.0,M,0
57523257,2024-02-21 00:14:00,Guadalajara,Hyper,Dairy,Marinela,Omnichannel,Card,5,341.1896697942,397.7412358012,1988.7061790059,1705.9483489712,282.7578300346,0.14218180293279342,50,28,5,,F,0
45822126,2024-10-30 22:47:00,Leon,Express,Dairy,Unilever,Offline,SPEI,4,242.6858776604,273.2384426606,1092.9537706426,970.7435106416,122.210260001,0.1118164951562156,116,59,9,60.0,M,0
35115382,2024-03-13 23:11:00,Queretaro,Super,Vegetables,Nestle,Online,Wallet,1,46.5711662744,51.4349916231,51.4349916231,46.5711662744,4.8638253487,0.09456257686128468,351,65,11,54.0,F,0
65194024,2024-10-20 18:55:00,Leon,Express,Home Care,Sigma,Offline,Cash,1,183.9633111245,209.589992408,209.589992408,183.9633111245,25.6266812835,0.12227053872710482,432,58,11,,O,0
84118804,2024-01-03 16:29:00,Queretaro,Hyper,Grocery,Bimbo,Omnichannel,Card,3,559.7176433886,630.8284748034,1892.4854244103,1679.1529301657,213.3324942446,0.11272609632439529,363,38,12,,F,0
41465253,2024-10-17 20:21:00,Leon,Hyper,Personal Care,Unilever,Omnichannel,Cash,5,590.2429420701,813.6056872777,4068.0284363884,2951.2147103504,1116.813726038,0.274534395101116,269,74,11,,F,0
40073944,2024-10-14 05:28:00,Merida,Super,Beverages,Lala,Omnichannel,Card,5,158.4364994192,172.1204938985,860.6024694925,792.1824970961,68.4199723965,0.07950241234702168,163,75,12,21.0,M,1
87638310,2024-10-11 20:00:00,Leon,Hyper,Home Care,Unilever,Online,SPEI,1,561.685869352,719.6481679295,719.6481679295,561.685869352,157.9622985775,0.21949934095150433,145,51,8,39.0,M,0
77995770,2024-08-30 16:06:00,Guadalajara,Hyper,Beverages,Marinela,Online,SPEI,2,553.9666580007,708.897816329,1417.795632658,1107.9333160014,309.8623166567,0.218552173189968,310,32,12,,M,0
75486881,2024-06-21 02:56:00,Puebla,Super,Vegetables,Lala,Omnichannel,SPEI,4,361.8886069786,520.4149857454,2081.6599429815,1447.5544279144,634.1055150671,0.3046153225962942,96,71,6,,F,0
63299949,2024-09-14 09:15:00,Guadalajara,Super,Grocery,PepsiCo,Online,Card,4,521.6254977078,734.2685040243,2937.0740160973,2086.5019908312,850.5720252661,0.28959843048025247,371,56,6,,F,0
19085378,2024-04-11 03:35:00,Leon,Express,Home Care,Nestle,Online,Wallet,3,144.8078069481,154.3068187337,462.9204562012,434.4234208443,28.4970353569,0.0615592484090023,88,71,12,41.0,F,0
23542035,2024-10-11 23:11:00,Tijuana,Express,Fruits,Lala,Offline,Wallet,4,106.9926600798,125.5709158932,502.2836635729,427.9706403191,74.3130232538,0.14795030904489798,360,57,8,20.0,M,1
15055300,2024-07-21 19:28:00,Puebla,Express,Home Care,Lala,Online,Card,3,162.601113988,173.2568644427,519.7705933281,487.803341964,31.967251364,0.06150261629724236,173,71,9,39.0,F,1
38283709,2024-06-16 12:06:00,Queretaro,Hyper,Grocery,Unilever,Online,SPEI,5,197.1252903062,268.535720637,1342.6786031848,985.6264515311,357.0521516537,0.2659252562800701,295,62,11,46.0,M,1
13007566,2024-07-03 13:07:00,Puebla,Hyper,Beverages,Nestle,Offline,SPEI,2,433.6180239453,585.5350743563,1171.0701487126,867.2360478907,303.8341008219,0.2594499579345674,365,34,4,,F,0
52406365,2024-07-26 14:10:00,Ciudad de Mexico,Hyper,Fruits,Sigma,Online,Cash,3,577.2836101029,749.3174777543,2247.952433263,1731.8508303088,516.1016029542,0.22958742156525097,227,78,12,23.0,M,1
12478009,2024-01-14 14:25:00,Queretaro,Hyper,Dairy,Marinela,Omnichannel,Cash,5,278.0125207738,303.5529025105,1517.7645125526,1390.0626038688,127.7019086838,0.08413815689299428,418,72,7,,F,0
99595385,2024-02-21 00:37:00,Merida,Hyper,Vegetables,Bimbo,Online,Cash,4,406.2256541293,465.0571579382,1860.2286317528,1624.9026165173,235.3260152355,0.12650381314354922,179,51,6,,M,0
54721897,2024-03-30 14:25:00,Guadalajara,Express,Personal Care,Nestle,Online,SPEI,3,190.5758534537,203.258584028,609.7757520841,571.7275603611,38.0481917229,0.0623970231563034,437,24,6,,F,1
11163492,2024-02-11 19:17:00,Monterrey,Hyper,Beverages,PepsiCo,Offline,Card,3,171.1185469679,243.6596066578,730.9788199734,513.3556409036,217.6231790699,0.29771475331910424,210,31,11,58.0,F,1
26275763,2024-06-09 11:01:00,Queretaro,Super,Personal Care,Marinela,Offline,SPEI,3,133.264550836,178.9776957322,536.9330871965,399.793652508,137.1394346885,0.25541252338264847,86,67,13,50.0,F,0
26900697,2024-08-31 23:13:00,Puebla,Super,Home Care,Marinela,Omnichannel,Wallet,5,115.9142038211,166.5578744912,832.789372456,579.5710191054,253.2183533506,0.30406050044060645,482,67,13,,F,0
70707956,2024-08-26 20:48:00,Queretaro,Super,Home Care,Unilever,Online,Wallet,3,140.236230137,181.0440925492,543.1322776476,420.7086904111,122.4235872365,0.22540289405512284,487,31,13,25.0,F,0
79293854,2024-06-20 22:48:00,Tijuana,Super,Snacks,Marinela,Omnichannel,Card,1,432.300876419,540.5758979423,540.5758979423,432.300876419,108.2750215233,0.2002956882381006,327,24,13,,nan,0
53448607,2024-11-08 02:30:00,Leon,Express,Home Care,PepsiCo,Online,Cash,3,518.9091557668,630.7680512728,1892.3041538184,1556.7274673004,335.576686518,0.17733760497267012,218,37,9,,M,0
75413537,2024-07-25 07:28:00,Leon,Super,Fruits,PepsiCo,Omnichannel,Cash,2,496.1677322983,653.581770895,1307.16354179,992.3354645965,314.8280771935,0.24084826965290368,242,40,7,50.0,F,0
18412919,2024-01-29 21:46:00,Merida,Super,Grocery,Bimbo,Omnichannel,SPEI,4,574.5920654515,813.7807490042,3255.1229960167,2298.3682618059,956.7547342109,0.2939227597180365,178,35,6,43.0,M,0
38236041,2024-10-06 05:24:00,Leon,Hyper,Dairy,Unilever,Online,Card,2,445.7563560953,627.0118937626,1254.0237875253,891.5127121906,362.5110753347,0.2890783085144303,366,32,8,,F,0
10524865,2024-07-28 17:30:00,Guadalajara,Super,Snacks,Bimbo,Offline,Cash,5,352.0711747714,423.6056778928,2118.0283894639,1760.3558738568,357.6725156071,0.16887050116339963,134,32,8,33.0,nan,1
46665947,2024-08-19 16:08:00,Puebla,Super,Fruits,Lala,Offline,Card,2,318.1370658235,343.5617639894,687.1235279789,636.2741316471,50.8493963318,0.0740032821774489,207,33,14,53.0,F,0
