Invoice_ID,Invoice_Date,City,Store_Format,Category,Brand,Channel,Payment_Mode,Units,Cost_Price,Selling_Price,Revenue,Cost,Margin,Margin_%,Stock_On_Hand,Reorder_Level,Lead_Time_Days,Customer_Age,Customer_Gender,Loyalty_Flag
80161814,2024-01-24 07:02:00,Monterrey,Super,Beverages,Nestle,Omnichannel,Wallet,4,384.2604847231,481.8995756632,1927.5983026528,1537.0419388923,390.5563637605,0.20261294234542568,436,75,9,,F,1
38914711,2024-11-09 06:38:00,Tijuana,Express,Beverages,Nestle,Online,Card,1,237.5172086145,264.5886953566,264.5886953566,237.5172086145,27.0714867421,0.10231535669190751,485,32,4,46.0,M,0
27295129,2024-10-29 02:03:00,Guadalajara,Hyper,Snacks,Marinela,Offline,Card,5,417.6231377607,470.2573978473,2351.2869892366,2088.1156888034,263.1713004332,0.11192649031697553,266,74,9,32.0,M,0
72976549,2024-04-11 00:25:00,Merida,Super,Grocery,Sigma,Online,Wallet,4,593.8337161407,793.1924142496,3172.7696569983,2375.3348645629,797.4347924354,0.25133712139375614,436,76,13,,M,0
76821990,2024-08-18 13:23:00,Tijuana,Hyper,Personal Care,Unilever,Omnichannel,SPEI,1,554.1190843899,626.0013949823,626.0013949823,554.1190843899,71.8823105924,0.11482771630958803,432,72,12,62.0,O,1
83967146,2024-03-01 07:24:00,Merida,Hyper,Vegetables,Marinela,Offline,Wallet,3,197.2480377649,250.978204937,752.9346148111,591.7441132946,161.1905015165,0.2140830004966064,463,29,7,49.0,nan,1
10243012,2024-10-03 16:51:00,Merida,Super,Fruits,Marinela,Offline,Cash,2,60.7499979549,66.6097254522,133.2194509045,121.4999959099,11.7194549946,0.08797105013613475,299,36,10,32.0,F,0
44859160,2024-09-12 16:35:00,Tijuana,Hyper,Vegetables,Sigma,Offline,Wallet,3,261.0303023379,329.2627737564,987.7883212691,783.0909070136,204.6974142555,0.20722801621357811,475,44,3,,M,1
33623175,2024-05-09 09:39:00,Queretaro,Hyper,Home Care,Bimbo,Offline,Card,2,453.1924430398,597.8636947011,1195.7273894022,906.3848860797,289.3425033226,0.24198032585607343,493,79,6,,F,1
62257467,2024-01-25 18:58:00,Ciudad de Mexico,Hyper,Snacks,Bimbo,Offline,Wallet,2,73.2273364821,82.0006134875,164.001226975,146.4546729641,17.5465540108,0.10699038253843794,324,28,7,,O,0
97702183,2024-12-20 07:19:00,Queretaro,Hyper,Beverages,Unilever,Omnichannel,Wallet,2,146.4376300098,158.4079957259,316.8159914517,292.8752600196,23.9407314321,0.0755666761717248,310,49,7,51.0,nan,1
20783191,2024-06-11 16:13:00,Merida,Hyper,Grocery,Lala,Offline,SPEI,5,489.3371711458,636.8958273759,3184.4791368795,2446.685855729,737.7932811505,0.2316841308853657,309,47,8,30.0,F,1
69081957,2024-11-21 23:45:00,Monterrey,Express,Vegetables,Alpura,Offline,Cash,2,179.4061078709,227.9273691635,455.854738327,358.8122157417,97.0425225853,0.21288036391029005,368,49,4,,M,0
49997736,2024-09-04 10:34:00,Tijuana,Hyper,Dairy,Sigma,Offline,Card,2,276.9515522647,354.7469662555,709.493932511,553.9031045293,155.5908279817,0.21929832074954403,390,28,5,,M,0
51630449,2024-10-11 02:39:00,Monterrey,Express,Beverages,Sigma,Offline,Cash,1,149.0836683808,179.2633051236,179.2633051236,149.0836683808,30.1796367428,0.16835367797118408,192,42,13,,F,0
